"DESCRIPTION","name"
"창업비(創業費) 창업비라 함은 회사가 부담할 설립비용과 발기인이 받을 보수액 및 설립등기에 지출한 세액 등을 말한다. 이 창업비에는 개업준비비용이 포함되지 않는다는 설과 포함된다는 설이 있다. 창업비는 원래 손실이므로 손익계산서에 계상하여야 할 것이지만, 이렇게 하면 회사는 설립 당초부터 다액의 결손이 생겨서 이익배당을 할 수 없게 된다. 그러므로 특히 예외적으로 대차대조표의 자산의 부에 이연자산으로 계상할 수 있게 한 것이다(상법 제453조 1항). 그러나 너무 오랫동안에 걸쳐서 이와 같은 계상을 하게 되면 회사자산의 내용이 건전하지 못하게 되므로 창업비의 계상금익은 회사성립후, 또는 개업전에 이자를 배당할 것을 정한 때에는 그 배당을 마친 후 5년내의 매결산기에 균등액 이상의 상각을 하도록 하고 있다(상법 제543조 2항).","창업비"
"채권이란 국가, 공공기관, 금융기관 또는 상법상 주식회사 형태를 가진 기업이 널리 일반대중으로부터 일시에 대량의 자금을 조달하고, 그 반대급부로 조달원금의 상환과 이자지급 등의 조건을 명확히 표시하여 발행하는 일종의 차용증서이다. 채권의 발행을 일상적인 금전의 대차관계에 비유하면 발행자는 채무자가 되고, 채권을 보유하는 투자자는 채권자, 채권은 차용증서에 해당한다. 그러나 채권의 발행은 일상의 대차와는 달리 ①다수의 투자자가 똑같은 조건으로 투자한다는 점, ②발행자는 일시에 대량의 자금을 조달할 수 있다는 점, ③유가증권이기 때문에 증서를 매각함으로써 언제든지 채권자로서의 입장을 다른 사람에게 이전할 수 있다는 점 등의 특징이 있다. 채권의 시장가격은 금리와 밀접한 관련이 있으며 일반적으로 채권가격은 금리변동과 반대로 변동한다. 따라서 선물거래대상중 ''금리선물''은 ''채권선물''과 동의어로 사용되기도 한다.","채권(債券, bond)"
"채권가격지수(債券價格指數, bond price index) 일정한 기준시점(상장채권의 경우 1985. 12. 31)의 채권가격(=100)과 비교시점의 채권가격을 지수화한 것으로서, 채권의 가격과 수익(또는 손실)의 정도를 쉽게 측정할 수 있는 지표로서 산출된다. 채권의 평가척도로는 일반적으로 수익률이 이용되나, 수익률과 가격의 상호연관성을 일반투자자가 쉽게 이해하기 어렵기 때문에 여러 종목의 채권가격을 종합하여 하나의 수치로 나타냄으로써 누구나 이해하기 쉽고, 가격의 변동상황을 간단하게 판단할 수 있으며 채권의 전반적인 투자수익을 신속히 평가할 수 있도록 채권가격지수가 산출된다. 다만 채권의 가격은 이자지급조건과 잔존기간에 따라 종류별로 가격수준에 큰 차이가 있고, 발행종목수가 상당히 많기 때문에 가격지수산정에 어려움이 많다. 따라서 이러한 채권가격지수 산출상의 문제점을 보완하고 지수의 정확성을 기하기 위하여 전 상장채권 중 지수산출 대상종목을 채권의 종류 및 잔존 기간별로 구분하여 여러 개의 소『그룹』을 구성하고 각 소『그룹』별로 1개월 단위의 잔여기간을 갖는 소『그룹』의 대표종목을 일정한 선정기준에 의하여 선정하게 된다. 이와 같이 우리나라의 채권가격지수는 대표종목(benchmark)을 채용종목으로 하는 『다우존스』식 지수이며, 대표종목은 1개월마다 교체된다.","채권가격지수"
"일정한 기준시점(상장채권의 경우 1985. 12. 31)의 채권가격(=100)과 비교시점의 채권가격을 지수화한 것으로서, 채권의 가격과 수익(또는 손실)의 정도를 쉽게 측정할 수 있는 지표로서 산출된다. 채권의 평가척도로는 일반적으로 수익률이 이용되나, 수익률과 가격의 상호연관성을 일반투자자가 쉽게 이해하기 어렵기 때문에 여러 종목의 채권가격을 종합하여 하나의 수치로 나타냄으로써 누구나 이해하기 쉽고, 가격의 변동상황을 간단하게 판단할 수 있으며 채권의 전반적인 투자수익을 신속히 평가할 수 있도록 채권가격지수가 산출된다. 다만 채권의 가격은 이자지급조건과 잔존기간에 따라 종류별로 가격수준에 큰 차이가 있고, 발행종목수가 상당히 많기 때문에 가격지수산정에 어려움이 많다. 따라서 이러한 채권가격지수 산출상의 문제점을 보완하고 지수의 정확성을 기하기 위하여 전 상장채권 중 지수산출 대상종목을 채권의 종류 및 잔존 기간별로 구분하여 여러 개의 소『그룹』을 구성하고 각 소『그룹』별로 1개월 단위의 잔여기간을 갖는 소『그룹』의 대표종목을 일정한 선정기준에 의하여 선정하게 된다. 이와 같이 우리나라의 채권가격지수는 대표종목(benchmark)을 채용종목으로 하는 『다우존스』식 지수이며, 대표종목은 1개월마다 교체된다.","채권가격지수(債券價格指數, bond price index)"
"채권등급평가(債券等級評價, bond rating) 채권등급평가기관이 개별채권의 원금과 이자가 약속대로 상환될 가능성 정도를 판정하고, 이해하기 쉬운 기호나 문장으로 판정결과인 채권의 등급을 투자자에게 전달하는 것을 말한다. 즉 채권등급전문평가기관이 채권발행자의 채권불이행의 가능성을 측정하고 그 정도에 따라 개별채권의 등급을 표시하는 것이다. 따라서 채권등급평가의 기능은 채권투자자 또는 잠재적 투자자에게 원리금상환의 확실성 정도에 관한 정보를 제공하는 것이다. 이와 같은 채권등급평가제도는 1909년 미국에서 Jone Moody가 최초로 철도채권의 투자대상으로서의 가치우열을 기호로 표시한 등급평가를 한 것이 효시가 되었으며, 현재 미국에는 Moody사 이외에도 Standard & Poor사 등 다수의 공신력 있는 채권등급평가기관들이 있고 채권등급은 미국에서 채권을 발행할 경우 필수적인 기준이 되고 있다. 현재 우리나라에서는 채권등급평가기관으로서『한국신용평가(주)』와 『한국기업평가(주)』등이 있으며, 이들 기관은 AAA, AA, A, BBB, BB, B, CCC, CC, C, D의 10개 등급으로 사채신용을 평가하고 있다.","채권등급평가"
"채권등급평가기관이 개별채권의 원금과 이자가 약속대로 상환될 가능성 정도를 판정하고, 이해하기 쉬운 기호나 문장으로 판정결과인 채권의 등급을 투자자에게 전달하는 것을 말한다. 즉 채권등급전문평가기관이 채권발행자의 채권불이행의 가능성을 측정하고 그 정도에 따라 개별채권의 등급을 표시하는 것이다. 따라서 채권등급평가의 기능은 채권투자자 또는 잠재적 투자자에게 원리금상환의 확실성 정도에 관한 정보를 제공하는 것이다. 이와 같은 채권등급평가제도는 1909년 미국에서 Jone Moody가 최초로 철도채권의 투자대상으로서의 가치우열을 기호로 표시한 등급평가를 한 것이 효시가 되었으며, 현재 미국에는 Moody사 이외에도 Standard & Poor사 등 다수의 공신력 있는 채권등급평가기관들이 있고 채권등급은 미국에서 채권을 발행할 경우 필수적인 기준이 되고 있다. 현재 우리나라에서는 채권등급평가기관으로서『한국신용평가(주)』와 『한국기업평가(주)』등이 있으며, 이들 기관은 AAA, AA, A, BBB, BB, B, CCC, CC, C, D의 10개 등급으로 사채신용을 평가하고 있다.","채권등급평가(債券等級評價, bond rating)"
"채권딜러제도(債券dealer制度) 수개의 지정딜러가 자기계산하에 재고증권을 보유하고 전문취급 종목에 대한 매수 매도 호가를 항상 공시함으로써 이 호가조건에 부합하는 투자자의 주문이 있는 경우 항시 매매거래에 응하는 제도로서 우리나라에서는 1993년 4월 8일 재무부의 『채권시장 발전방안』에서 제한적인 채권딜러제도의 활성화가 추진되면서 동년 4월 28일 증관위의 『채권의 장외거래에 관한 규정』에서 자기매매수익률 발표에 의한 제한적 딜러제도가 도입되었다. 채권딜러제도의 도입효과로서는 ①투자자들에 대한 채권의 홍보효과 ②딜러간 호가경합으로 서비스기능 제고 ③딜러의 매매의무화로 유동성 제고 ④취약한 국내증권산업의 자생적 산업경쟁력 배양 등을 들 수 있다.","채권딜러제도"
"수개의 지정딜러가 자기계산하에 재고증권을 보유하고 전문취급 종목에 대한 매수 매도 호가를 항상 공시함으로써 이 호가조건에 부합하는 투자자의 주문이 있는 경우 항시 매매거래에 응하는 제도로서 우리나라에서는 1993년 4월 8일 재무부의 『채권시장 발전방안』에서 제한적인 채권딜러제도의 활성화가 추진되면서 동년 4월 28일 증관위의 『채권의 장외거래에 관한 규정』에서 자기매매수익률 발표에 의한 제한적 딜러제도가 도입되었다. 채권딜러제도의 도입효과로서는 ①투자자들에 대한 채권의 홍보효과 ②딜러간 호가경합으로 서비스기능 제고 ③딜러의 매매의무화로 유동성 제고 ④취약한 국내증권산업의 자생적 산업경쟁력 배양 등을 들 수 있다.","채권딜러제도(債券dealer制度)"
"시장이자율의 변동에 상관없이 채권매입 당시 설정한 목표수익률을 큰 차이 없이 실현하는 기법이다. 구체적으로 이 기법은 채권 또는 채권 포트폴리오의 듀레이션(duration)을 투자자의 투자기간(planning horizon)과 일치시킴으로써 투자기간 중 금리변동에 따른 채권가격 변동위험과 표면금리수입 등 현금수입의 재투자위험을 상호 상쇄시켜 채권투자종료시 채권 포트폴리오의 실현수익률을 투자시점의 목표수익률에 일치시키는 방법이다. 즉 채권면역전략은 채권투자종료시 채권 포트폴리오의 실현수익률을 투자기간 중의 금리변동과 상관없이 투자시점의 일정 목표수익률에 일치시키기 위하여 투자기간과 채권의 듀레이션을 일치시키는 채권투자전략이다. 듀레이션","채권면역전략(債券免疫戰略, bond immunization)"
"채권상장심사기준(債券上場審査基準) 발행회사의 상장신청에 대하여 증권거래소가 상장적격여부를 심사하기 위하여 제정한 기준으로서 국채, 지방채 및 특수채권과 증권거래법에 의해서 상장이 명령된 채권을 제외한 모든 채권에 적용되며 그 기준은 다음과 같다. ① 당해 채권발행인의 자본금이 5억원 이상이며(보증사채 및 담보부사채는 예외), 발행회사가 상장법인 또는 등록법인일 것(다만, 신주인수권부사채 및 전환사채의 발행은 상장법인일 것). ② 당해 채권이 모집 또는 매출에 의하여 발행되었을 것(신주인수권부사채 및 전환사채는 예외). ③ 당해 채권의 발행액면 총액이 3억원 이상일 것(보통사채 및 담보부사채는 5천만원 이상). ④ 당해 채권의 발행일로부터 1년 이상 경과하지 아니할 것. ⑤ 당해 채권의 미상환 액면총액이 3억원 이상일 것(보증사채, 담보부사채는 5천만원 이상). ⑥통일규격 채권일 것.","채권상장심사기준"
"채권상장폐지기준(債券上場廢止基準) 채권을 상장한 법인의 자본금이 일정금액에 미달한 때, 상장채권의 미상환액면총액이 일정액 이하가 되거나 상환잔존월수가 2월 미만으로 시장성이 상실되었다고 인정될 때 등 투자자보호와 시장관리를 위하여 증권거래소가 상장채권의 상장을 폐지할 수 있는 기준을 정한 것을 말한다(유가증권 상장규정 제39조).","채권상장폐지기준"
"채권선물거래(債券先物去來) 시장금리변동에 의한 금융자산의 가격변동위험을 헤징하거나 또는 투자수익의 증대를 위하여 미래 일정시점에서의 이자소득을 발생시키는 금융자산을 매매대상으로 거래하는 것을 말한다. 이러한 채권선물거래제도는 미국에서 GNMA채(모기지담보부채권)를 대상으로 최초로 개발된 이후 미국과 영국을 중심으로 발전되었으며, 일본에서는 1985년에 채권선물거래제도가 도입되었다. 우리나라는 1987년 증권거래법 개정에서 선물거래에 대한 법적 근거를 마련하였고, 1999년 1월 한국선물거래소의 설립 및 동년 4월 선물시장을 개장함으로써 채권선물거래가 도입되었다. 개장 초기에는 CD선물만이 거래되었으나, 1999년 9월부터 국채가 포함되었다. 일반적으로 금리선물거래와 동일한 의미로 사용된다. 금리선물거래","채권선물거래"
"시장금리변동에 의한 금융자산의 가격변동위험을 헤징하거나 또는 투자수익의 증대를 위하여 미래 일정시점에서의 이자소득을 발생시키는 금융자산을 매매대상으로 거래하는 것을 말한다. 이러한 채권선물거래제도는 미국에서 GNMA채(모기지담보부채권)를 대상으로 최초로 개발된 이후 미국과 영국을 중심으로 발전되었으며, 일본에서는 1985년에 채권선물거래제도가 도입되었다. 우리나라는 1987년 증권거래법 개정에서 선물거래에 대한 법적 근거를 마련하였고, 1999년 1월 한국선물거래소의 설립 및 동년 4월 선물시장을 개장함으로써 채권선물거래가 도입되었다. 개장 초기에는 CD선물만이 거래되었으나, 1999년 9월부터 국채가 포함되었다. 일반적으로 금리선물거래와 동일한 의미로 사용된다. 금리선물거래","채권선물거래(債券先物去來)"
"채권수익률(債券收益率, bond yield) 채권의 투자성과를 측정하는데 보편적으로 사용되는 지표로서, 채권에 투자했을 때 일정기간 동안 발생된 투자수익을 투자원본으로 나누어 투자기간으로 환산한 것이다. 채권수익률은 채권의 가격을 나타내는 수단이며 타금융상품과의 비교수익률로 사용할 수 있다. 또한 현재의 투자액에 대한 미래가치의 증가율로 볼 수 있으므로 미래에 획득이 가능한 모든 투자수익의 현재가치와 채권의 시장가격을 일치시켜 주는 할인율이다. 일반적으로는 만기수익률이 채권수익률로 사용되고 있으나, 만기수익률 이외에도 여러 가지의 수익률 개념이 사용되고 있으므로 각 수익률의 개념을 명확히 알아야 한다. 라고 할 때 채권수익률과 채권의 가격과의 관계는 서로 역의 관계에 있다. 따라서 채권수익률이 상승했다는 의미는 당해 채권의 가격이 하락하였다는 의미이고, 채권수익률이 하락했다면 가격은 상승했음을 의미한다. 예를 들면, 甲이란 기업이 발행한 두 종류의 채권 A와 채권 B가 있다고 하자. 액면가액을 1,000원, 만기는 5년으로 동일하다. 다만 쿠폰이자율이 각각 3.875%, 10.375%로서 다르다. 이때 각 채권의 현재 시장가격이 각각 786.25, 998.75라고 하면 만기수익률은 다음과 같이 계산할 수 있다. 이다(시행착오법 사용). 이와 같은 상황에서 만약 중앙은행이 재할인금리를 8%에서 7.5%로 인하하고, 채권 A와 B의 시장가격이 각각 800.00, 1,008.75로 변했다고 하면 채권의 만기수익률은 다음과 같이 달라진다. 위의 예에서 채권 A는 가격이 786.25에서 800으로 상승할 때 수익률은 9.43%에서 9.02%로 하락을 보였으며, 채권 B도 가격이 998.75에서 1,008.75로 상승할 때 수익률은 10.14%로 하락하였음을 알 수 있다.","채권수익률"
"채권의 투자성과를 측정하는데 보편적으로 사용되는 지표로서, 채권에 투자했을 때 일정기간 동안 발생된 투자수익을 투자원본으로 나누어 투자기간으로 환산한 것이다. 채권수익률은 채권의 가격을 나타내는 수단이며 타금융상품과의 비교수익률로 사용할 수 있다. 또한 현재의 투자액에 대한 미래가치의 증가율로 볼 수 있으므로 미래에 획득이 가능한 모든 투자수익의 현재가치와 채권의 시장가격을 일치시켜 주는 할인율이다. 일반적으로는 만기수익률이 채권수익률로 사용되고 있으나, 만기수익률 이외에도 여러 가지의 수익률 개념이 사용되고 있으므로 각 수익률의 개념을 명확히 알아야 한다.","채권수익률(債券收益率, bond yield)"
"채권수익률의 기간구조(債券收益率의 期間構造, term structure of bond yields) 채권의 수익률은 시장이자율, 만기, 표면이자율, 채무불이행의 위험, 세금 등 여러가지 요인에 의해 달라진다. 이와 같은 채권수익률의 결정요인 중에서 다른 조건이 모두 같고 만기까지의 기간만이 다를 경우 만기까지의 기간과 채권수익률과의 관계를 채권수익률의 기간구조(term structure of bond yields) 또는 이자율의 기간구조(term structure of interest rate)라 부른다.","채권수익률의 기간구조"
"채권수익률의 위험구조(債券收益率의 危險構造, risk structure of bond yields) 채권은 미래의 이자와 원금상환액이 계약에 의해 결정되어 있는 확정이자부증권(fixed income securities)이다. 그러나 이자와 원금상환액이 언제나 계약대로 실현되는 것은 아니며, 따라서 채권의 수익 역시 위험을 갖게 된다. 또 경우에 따라서는 수의상환 가능성과 같이 채권계약 자체가 불확실성을 내포할 수도 있다. 이처럼 채권수익률의 확률분포에 영향을 미치는 모든 요인은 채권의 위험의 크기에 영향을 미칠 것이며, 따라서 채권의 수익률도 달라지게 된다. 이렇게 채권의 위험이 달라짐에 따라 나타나는 채권수익률의 체계적 차이를 채권수익률의 위험구조(risk-structure)라 한다.","채권수익률의 위험구조"
"채권은 미래의 이자와 원금상환액이 계약에 의해 결정되어 있는 확정이자부증권(fixed income securities)이다. 그러나 이자와 원금상환액이 언제나 계약대로 실현되는 것은 아니며, 따라서 채권의 수익 역시 위험을 갖게 된다. 또 경우에 따라서는 수의상환 가능성과 같이 채권계약 자체가 불확실성을 내포할 수도 있다. 이처럼 채권수익률의 확률분포에 영향을 미치는 모든 요인은 채권의 위험의 크기에 영향을 미칠 것이며, 따라서 채권의 수익률도 달라지게 된다. 이렇게 채권의 위험이 달라짐에 따라 나타나는 채권수익률의 체계적 차이를 채권수익률의 위험구조(risk-structure)라 한다.","채권수익률의 위험구조(債券收益率의 危險構造, risk structure of bond yields)"
"채권시가평가제(債券時價評價制) 채권시가평가제란 채권형 수익증권 중에 편입된 채권을 장부가(매입가)로 계산하지 않고 매일 매일 바뀌는 시장가격으로 평가해 수익증권 수익률에 반영하는 제도이다. 우리나라의 경우 현재까지 채권가격의 평가를 시가평가가 아닌 장부가로 평가해왔다. 장부가 평가는 채권을 살 때의 금리로 수익률을 계산하는 방식이다. 예를 들면 연 10%에 채권을 사면 채권시장의 상황이 어떻게 되건 상관없이 1년 내내 연 10%로 계산하는 방식이다. 현행 장부가 평가방식에서는 해당 채권이 부도가 나지 않으면 만기 전에 해당기업의 신용등급이 낮아지건 높아지건 상관없다. 그러나 시가평가를 하는 경우 투자기업의 신용등급이 낮아지면 채권금리가 올라가 손해를 보게되며, 이와 반대로 투자기업의 신용등급이 높아지면 채권금리가 낮아져 이익이 생긴다. 따라서 채권시가평가제 아래서는 각 신용등급별 채권의 금리차이가 얼마나 발생하는 지 잘 따져보아야 한다. 정부는 이러한 채권시가평가제도를 2000년 7월 1일부터 시행할 예정이었으나 대우사태의 발생과 이의 처리 때문에 늦어질 예정이다.","채권시가평가제"
"채권시가평가제란 채권형 수익증권 중에 편입된 채권을 장부가(매입가)로 계산하지 않고 매일 매일 바뀌는 시장가격으로 평가해 수익증권 수익률에 반영하는 제도이다. 우리나라의 경우 현재까지 채권가격의 평가를 시가평가가 아닌 장부가로 평가해왔다. 장부가 평가는 채권을 살 때의 금리로 수익률을 계산하는 방식이다. 예를 들면 연 10%에 채권을 사면 채권시장의 상황이 어떻게 되건 상관없이 1년 내내 연 10%로 계산하는 방식이다. 현행 장부가 평가방식에서는 해당 채권이 부도가 나지 않으면 만기 전에 해당기업의 신용등급이 낮아지건 높아지건 상관없다. 그러나 시가평가를 하는 경우 투자기업의 신용등급이 낮아지면 채권금리가 올라가 손해를 보게되며, 이와 반대로 투자기업의 신용등급이 높아지면 채권금리가 낮아져 이익이 생긴다. 따라서 채권시가평가제 아래서는 각 신용등급별 채권의 금리차이가 얼마나 발생하는 지 잘 따져보아야 한다. 정부는 이러한 채권시가평가제도를 2000년 7월 1일부터 시행할 예정이었으나 대우사태의 발생과 이의 처리 때문에 늦어질 예정이다.","채권시가평가제(債券時價評價制)"
"채권시장안정기금(債券市場安定基金) 대우채권이 편입된 투신사의 수익증권 환매사태 발생시 금융대란이 야기될 우려가 있어 이를 조기에 해결하고자 채권매수기반 확대→장기금리하락유도→수익증권 환매 및 채권매각 방지를 유도하여 금융시장의 불안감을 일거에 해소하려고 1999년 9월 18일 금융시장 안전대책의 일환으로 조성된 채권시장안정 목적의 기금을 말한다. 동 기금은 은행과 증권사 등 금융기관에서 일정액을 출연받아 일정금액(20조원 규모)의 기금을 조성하여 주로 투신사들이 환매자금 마련을 위해 내놓은 채권을 사들여 채권금리를 안정화하자는 것이다. 또한 장기금리가 다시 하락하면 다시 채권을 팔아 대우채권을 매입할 수도 있다는 것이 정부의 시각이다. 그러나 과거 증안기금처럼 채권시장안정기금이 실패로 끝날 경우 금융기관들의 손실이 커져 공적자금 투입규모를 늘려야 하는 위기상황에 몰릴 수도 있다는 우려도 제기되고 있다.","채권시장안정기금"
"채권양도(債權讓渡) 계약에 의하여 채권의 동일성을 유지하면서 이전하는 행위를 말한다. 원칙적으로 모든 채권의 양도가 인정되나(민법 제449∼제452조), 양도가 허용되지 않는 예외적인 경우로서 첫째로 법률에 의하여 금지되어 있는 경우(예:친족간의 부양청구권 및 연금청구권 등)이고, 둘째로 채권의 성질로 보아 허용되지 않는 경우(예: 차주의 사용 수익권(민법 제610조) 및 임차인의 임차권(민법 제629조) 등), 셋째로 채권자와 채무자 사이에 미리 채권을 양도하지 않는다는 특약이 있는 경우(단, 이 특약은 선의의 제3자에게 대항할 수 없다)등이 있다. 양도는 양도인과 양수인의 합의만으로 효력을 발생하지만 양도의 효력을 제3자에게 주장하려면 다음의 요건이 필요하다. 첫째로 채무자를 상대로 주장하려면 양도가 있었다는 것을 양도인으로부터 채무자에게 통지를 하거나 채무자가 그것을 승낙해야 한다. 둘째로 채무자 이외의 제3자에게 주장하려면 통지나 승낙을 확정일부가 있는 증서(예를 들면, 내용증명우편 등)로 하여야 한다. 이상은 지명채권이라고 불리우는 보통의 채권에 대하여 적용되며, 지시채권(증권적 채권)의 경우에는 양도의 효력을 제3자에게 주장하려면 증권에 양도를 한다는 내용을 배서하여 양수인에게 교부하여야 한다. 무기명채권 기명소지인 출급채권의 경우에는 증권의 인도(교부)만으로 가능하다.","채권양도"
"채권원리금상환(債券元利金償還) 사채의 원리금상환 방법과 기한은 사채발행조건으로 정하여지며 사채청약서, 사채권 및 사채원부에 기재하도록 되어 있으나, 일반적으로 사채의 원금상환방법은 만기상환과 임의상환으로 구분된다. 만기상환은 사채의 발행조건에 따라 만기일이 도래하여 상환하는 방법으로서, 현재 분할상환제도가 도입되었으나 회사채원금상환은 만기일시상환이다. 임의상환은 만기일 이전에 사채의 일부 또는 전부를 상환하는 방법으로서, 이는 다시 정기상환과 수시상환으로 구분된다. 즉, 정기상환은 사채발행 후 일정액을 정기적으로 상환해 나가는 방법이며, 수시상환은 거치기간 경과 후 최종상환기일까지 사이에 발행회사측의 사정에 따라 발행회사가 임의로 1회 아니면 수회에 걸쳐서 상환해 나가는 방법으로서, 이에는 추첨상환과 매입소각이 있다.","채권원리금상환"
"사채의 원리금상환 방법과 기한은 사채발행조건으로 정하여지며 사채청약서, 사채권 및 사채원부에 기재하도록 되어 있으나, 일반적으로 사채의 원금상환방법은 만기상환과 임의상환으로 구분된다. 만기상환은 사채의 발행조건에 따라 만기일이 도래하여 상환하는 방법으로서, 현재 분할상환제도가 도입되었으나 회사채원금상환은 만기일시상환이다. 임의상환은 만기일 이전에 사채의 일부 또는 전부를 상환하는 방법으로서, 이는 다시 정기상환과 수시상환으로 구분된다. 즉, 정기상환은 사채발행 후 일정액을 정기적으로 상환해 나가는 방법이며, 수시상환은 거치기간 경과 후 최종상환기일까지 사이에 발행회사측의 사정에 따라 발행회사가 임의로 1회 아니면 수회에 걸쳐서 상환해 나가는 방법으로서, 이에는 추첨상환과 매입소각이 있다.","채권원리금상환(債券元利金償還)"
"채무불이행(債務不履行, default) 채권발행인이 예정된 표면이자의 지급에 있어 1회 이상 금액을 완전히 지급하지 못하거나 원금을 상환하지 못하는 경우를 말한다. 이자 또는 원금의 일부만을 지급 또는 상환하는 부분 채무불이행과, 기업이 완전 파산하여 채권발행 조건을 완전히 실행할 수 없는 완전 채무불이행으로 구분된다.","채무불이행"
"채권발행인이 예정된 표면이자의 지급에 있어 1회 이상 금액을 완전히 지급하지 못하거나 원금을 상환하지 못하는 경우를 말한다. 이자 또는 원금의 일부만을 지급 또는 상환하는 부분 채무불이행과, 기업이 완전 파산하여 채권발행 조건을 완전히 실행할 수 없는 완전 채무불이행으로 구분된다.","채무불이행(債務不履行, default)"
"채무불이행위험(債務不履行危險, default risk) 채권의 발행자가 원금 또는 이자를 약속한 대로 지급하지 못하게 될 가능성을 말한다. 이러한 채무불이행 위험은 두가지 형태로 나눌 수 있는데, 하나는 어떤 기간 및 그 이후의 이자와 원금 상환액을 전혀 지급할 수 없게 되는 완전 불이행위험(complete default risk)이고, 다른 하나는 이자 및 원금 상환액의 일부만을 지급할 수 없게 되거나 지급을 연기하게 되는 부분 불이행위험(partial default)이 그것이다. 채무불이행위험을 평가하기 위해서는 당해 증권의 계약내용과 동시에 발행주체의 채무변제능력을 여러가지 각도에서 검토하지 않으면 안 된다. 채권등급평가(bond rating)는 독립된 평가전문기관이 채무불이행위험을 평가하여 그 결과를 일정한 등급기호로 표기한 것이다.","채무불이행위험"
"채권의 발행자가 원금 또는 이자를 약속한 대로 지급하지 못하게 될 가능성을 말한다. 이러한 채무불이행 위험은 두가지 형태로 나눌 수 있는데, 하나는 어떤 기간 및 그 이후의 이자와 원금 상환액을 전혀 지급할 수 없게 되는 완전 불이행위험(complete default risk)이고, 다른 하나는 이자 및 원금 상환액의 일부만을 지급할 수 없게 되거나 지급을 연기하게 되는 부분 불이행위험(partial default)이 그것이다. 채무불이행위험을 평가하기 위해서는 당해 증권의 계약내용과 동시에 발행주체의 채무변제능력을 여러가지 각도에서 검토하지 않으면 안 된다. 채권등급평가(bond rating)는 독립된 평가전문기관이 채무불이행위험을 평가하여 그 결과를 일정한 등급기호로 표기한 것이다.","채무불이행위험(債務不履行危險, default risk)"
"책임재산(責任財産) 채무자의 총재산은 모든 채권의 최후의 보장 또는 담보가 되는 것이므로 책임재산이라고 불리운다. 책임재산은 채무자에 대한 모든 채권자에 있어서 공통의 담보이므로 책임재산의 모든 가치가 전 채권자의 총채권을 만족시킬 수 없는 때에는 각 채권자는 저당권과 같은 특별담보를 가지고 있지 않는 한 평등의 비율로 자기의 채권액의 일부만을 변제받는 데 그친다. 그러므로 책임재산이 적당한 상태로 유지되는 것이 일반채권의 최후의 효력을 확보하기 위하여 불가결한 것이다. 민법은 채무자가 책임재산의 증식을 게을리하거나 고의로 감소하는 행위를 할 때에는 채권자대위권과 채권자취소권을 부여하고 있다.","책임재산"
"청산(淸算, clearing) 매매거래 이후의 업무처리절차를 매매대조(matching or comparision), 청산(clearing), 결제(settlement)로 구분할 때, 청산은 매매대조가 완료된 거래의 결제를 위하여 각 거래 당사자가 인 수도 해야할 증권과 대금의 최종 수량을 결정하는 절차를 말한다. 주로 차감절차를 통해 청산이 이루어지며, 청산결과 산정된 각 당사자의 이행의무(증권인도의무와 대금지급의무)를 실제로 이행하여 거래를 종결시키는 절차를 결제(settlement)라고 한다. 다만, 이와 같은 단계적 구분이 반드시 명확한 것은 아니며, 경우에 따라 청산(clearing)과 결제(settlement)는 상호 동의어로 사용되기도 한다.","청산"
"매매거래 이후의 업무처리절차를 매매대조(matching or comparision) 청산(clearing) 결제(settlement)로 구분할 때, 청산은 매매대조가 완료된 거래의 결제를 위하여 각 거래 당사자가 인 수도 해야할 증권과 대금의 최종 수량을 결정하는 절차를 말한다. 주로 차감절차를 통해 청산이 이루어지며, 청산결과 산정된 각 당사자의 이행의무(증권인도의무와 대금지급의무)를 실제로 이행하여 거래를 종결시키는 절차를 결제(settlement)라고 한다. 다만, 이와 같은 단계적 구분이 반드시 명확한 것은 아니며, 경우에 따라 청산(clearing)과 결제(settlement)는 상호 동의어로 사용되기도 한다.","청산(淸算, clearing)"
"청산거래(淸算去來) 현시점에서 정하는 가격으로 장래의 일정시점에 특정대상물을 인수하기로 약정하는 거래방식으로 매매 및 결제구조가 선물거래와 유사한 거래방식이다. 따라서 일본에서는 주식 청산거래를 주식선물거래라고 한다. 청산거래(당초에는 정기거래라고 함)는 일본의 1893년 거래소법의 시행에서 전매 환매가 인정됨으로써 확립된 거래수법으로 주로 주식의 개별종목을 대상으로 이용된 거래방법이었다. 청산거래는 기간에 의하여 장기청산거래와 단기청산거래로 구분하는데 장기청산거래는 1개월마다 결제월을 둔 최장 3개월의 거래였고, 단기 청산거래는 매매후 바로 수도하는 것을 원칙으로 하지만 약정후 1개월간은 결제를 연장할 수 있도록 하며, 이 기간 중 전매 환매를 행한 경우에는 차금의 수수로 결제를 행하는 거래였다. 우리 나라에서는 1956년 한국증권거래소가 개설된 이후 1969년 2월 보통거래의 본격 도입 전까지 가장 많이 이용되던 거래형태었다.","청산거래"
